Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;PvdA;CDA;VVD;Onafhankelijk;PAK;D66;PCG;Overige;SGP;GPV;PSP;CPN;RPF;GG;RK;PPR;PC
10942;512;Gorinchem;15384;129;0,84%;21146;15513;73,36%;7017;2854;2010;2013;0;590;900;0;0;0;0;0;0;0;0;0;0
10085;239;Gorssel;8973;26;0,29%;10872;8999;82,77%;2344;3022;2583;525;0;499;0;0;0;0;0;0;0;0;0;0;0
10302;513;Gouda;31857;191;0,60%;44977;32048;71,25%;11522;7069;5502;1453;1795;2286;2230;0;0;0;0;0;0;0;0;0;0
11417;365;Graft-de Rijp;3337;7;0,21%;3905;3344;85,63%;907;921;1194;0;315;0;0;0;0;0;0;0;0;0;0;0;0
11339;157;Gramsbergen;3698;13;0,35%;4262;3711;87,07%;1364;1811;348;0;0;0;175;0;0;0;0;0;0;0;0;0;0
11008;909;Grathem;1650;31;1,88%;2094;1681;80,28%;0;0;0;1650;0;0;0;0;0;0;0;0;0;0;0;0;0
10165;786;Grave;5708;35;0,61%;7449;5743;77,10%;1002;1062;526;2668;0;0;0;0;0;0;0;0;0;0;0;450;0
10244;16;Grijpskerk;2599;13;0,50%;3013;2612;86,69%;600;1361;433;0;0;0;0;0;0;205;0;0;0;0;0;0;0
11094;240;Groenlo;5252;16;0,30%;6537;5268;80,59%;1021;1512;527;2192;0;0;0;0;0;0;0;0;0;0;0;0;0
10616;241;Groesbeek;10701;100;0,93%;13875;10801;77,85%;2859;2676;1132;3167;867;0;0;0;0;0;0;0;0;0;0;0;0
10426;14;Groningen;99350;480;0,48%;137068;99830;72,83%;41103;14234;15209;685;3614;6236;0;3656;0;5713;5667;3233;0;0;0;0;0
11080;15;Grootegast;5074;26;0,51%;6316;5100;80,75%;1400;2377;646;0;0;0;0;0;0;382;0;0;269;0;0;0;0
10176;912;Grubbenvorst;3819;19;0,50%;4821;3838;79,61%;919;1827;961;0;0;112;0;0;0;0;0;0;0;0;0;0;0
11032;913;Gulpen;4622;38;0,82%;5410;4660;86,14%;705;1150;595;2172;0;0;0;0;0;0;0;0;0;0;0;0;0
11435;158;Haaksbergen;13251;68;0,51%;16332;13319;81,55%;3201;5753;1795;1507;0;995;0;0;0;0;0;0;0;0;0;0;0
11155;788;Haaren;2811;14;0,50%;3582;2825;78,87%;0;1291;254;733;533;0;0;0;0;0;0;0;0;0;0;0;0
10357;392;Haarlem;81699;488;0,60%;119643;82187;68,69%;31834;19868;15700;0;5709;5790;1073;1725;0;0;0;0;0;0;0;0;0
10508;393;Haarlemmerliede c.a.;2749;20;0,73%;3623;2769;76,43%;859;1165;725;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11387;394;Haarlemmermeer;46165;195;0,42%;64164;46360;72,25%;9585;13781;13432;2450;2003;3102;1476;336;0;0;0;0;0;0;0;0;0
10321;914;Haelen;3766;19;0,50%;4400;3785;86,02%;0;1293;0;2473;0;0;0;0;0;0;0;0;0;0;0;0;0
10297;522;Halsteren;7359;27;0,37%;9313;7386;79,31%;952;1196;565;4646;0;0;0;0;0;0;0;0;0;0;0;0;0
10395;159;Ham (den);8575;23;0,27%;10112;8598;85,03%;2704;4219;664;0;0;0;0;0;0;495;0;0;493;0;0;0;0
