Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;CDA;PvdA;LOG;VVD;GL;D66;LCG;SP;LPG;SGP;RPF;Overig;GPV;CD;CP86
10787;1680;AA en Hunze;11501;23;0,20%;19298;11524;59,72%;980;3539;2830;2853;733;566;0;0;0;0;0;0;0;0;0
11084;738;Aalburg;6529;7;0,11%;8324;6536;78,52%;947;558;0;1076;0;0;2148;0;430;1370;0;0;0;0;0
11264;358;Aalsmeer;10374;13;0,13%;17669;10387;58,79%;3174;1786;1444;3149;0;821;0;0;0;0;0;0;0;0;0
11046;197;Aalten;9937;22;0,22%;14053;9959;70,87%;4636;1156;0;1054;0;299;750;0;1196;0;846;0;0;0;0
10712;305;Abcoude;4663;18;0,39%;6358;4681;73,62%;1120;732;1475;931;0;405;0;0;0;0;0;0;0;0;0
10199;59;Achtkarspelen;13886;36;0,26%;21144;13922;65,84%;4751;2830;3691;793;0;0;1028;0;0;0;0;0;793;0;0
10346;360;Akersloot;2541;0;0,00%;3692;2541;68,82%;567;690;760;524;0;0;0;0;0;0;0;0;0;0;0
11327;482;Alblasserdam;8591;14;0,16%;13524;8605;63,63%;1553;2312;0;1295;0;410;0;0;913;1374;734;0;0;0;0
10124;613;Albrandswaard;7765;15;0,19%;11984;7780;64,92%;1647;1238;1826;2225;0;406;423;0;0;0;0;0;0;0;0
10349;483;Alkemade;6833;14;0,20%;10713;6847;63,91%;2542;2021;0;2270;0;0;0;0;0;0;0;0;0;0;0
10527;361;Alkmaar;38421;72;0,19%;71207;38493;54,06%;5933;9072;4133;6546;5180;2816;0;4162;0;0;0;0;579;0;0
11053;141;Almelo;28606;75;0,26%;50011;28681;57,35%;7474;7961;3851;4768;1728;1357;1167;0;0;0;0;0;0;300;0
10018;34;Almere;45144;119;0,26%;89046;45263;50,83%;3948;9374;7121;13018;4907;5204;1319;0;253;0;0;0;0;0;0
10517;484;Alphen aan den Rijn;30149;51;0,17%;51672;30200;58,45%;5323;3443;0;7139;2607;2931;2180;3661;2362;503;0;0;0;0;0
10710;1723;Alphen-Chaam;5101;20;0,39%;7179;5121;71,33%;1136;0;3602;363;0;0;0;0;0;0;0;0;0;0;0
11400;142;Ambt Delden;3254;4;0,12%;3997;3258;81,51%;1960;277;509;508;0;0;0;0;0;0;0;0;0;0;0
10456;1679;Ambt Montfort;7302;31;0,42%;8771;7333;83,61%;316;0;6676;310;0;0;0;0;0;0;0;0;0;0;0
11153;60;Ameland;2357;0;0,00%;2643;2357;89,18%;502;493;1199;163;0;0;0;0;0;0;0;0;0;0;0
11372;306;Amerongen;3847;6;0,16%;5565;3853;69,24%;1232;650;0;878;0;311;280;0;0;496;0;0;0;0;0
10948;307;Amersfoort;49952;102;0,20%;91379;50054;54,78%;8452;10889;0;11561;6594;6401;5376;0;0;0;0;679;0;0;0
10799;362;Amstelveen;36169;0;0,00%;61033;36169;59,26%;4871;6201;5411;11246;4899;3541;0;0;0;0;0;0;0;0;0
11150;363;Amsterdam;264967;4163;1,57%;561312;269130;47,95%;16350;74188;32817;49109;39197;22345;1858;18754;800;0;0;5703;0;3846;0
10822;364;Andijk;3160;6;0,19%;4709;3166;67,23%;997;597;0;672;306;169;0;0;0;0;419;0;0;0;0
11131;199;Angerlo;2441;25;1,02%;3649;2466;67,58%;959;0;1482;0;0;0;0;0;0;0;0;0;0;0;0
10344;366;Anna Paulowna;6213;36;0,58%;10062;6249;62,10%;1965;1496;0;1957;0;591;204;0;0;0;0;0;0;0;0
11075;200;Apeldoorn;65176;8;0,01%;117962;65184;55,26%;12327;12947;9784;12704;5861;4956;4333;0;0;2264;0;0;0;0;0
10886;3;Appingedam;5723;10;0,17%;9791;5733;58,55%;1405;2204;1236;537;0;341;0;0;0;0;0;0;0;0;0
10202;885;Arcen en Velden;4821;30;0,62%;6870;4851;70,61%;1821;0;982;497;0;0;0;0;1521;0;0;0;0;0;0
10795;202;Arnhem;54987;260;0,47%;107724;55247;51,29%;6807;13062;7253;8942;5760;3445;1865;5522;1820;0;0;223;0;288;0
10522;106;Assen;28052;30;0,11%;42534;28082;66,02%;3688;6540;7154;3502;2096;1354;2737;981;0;0;0;0;0;0;0
10478;743;Asten;8757;35;0,40%;11881;8792;74,00%;1912;0;3044;1191;474;475;0;0;1661;0;0;0;0;0;0
11190;143;Avereest;7417;20;0,27%;11319;7437;65,70%;2957;1772;0;1616;0;418;654;0;0;0;0;0;0;0;0
11289;650;Axel;6312;28;0,44%;9542;6340;66,44%;1857;1634;511;1016;261;265;0;0;0;0;0;0;768;0;0
10060;744;Baarle Nassau;3186;26;0,82%;4826;3212;66,56%;1340;0;1579;267;0;0;0;0;0;0;0;0;0;0;0
11411;308;Baarn;11451;10;0,09%;18764;11461;61,08%;2260;2411;0;3669;997;1147;967;0;0;0;0;0;0;0;0
10943;489;Barendrecht;12156;19;0,16%;18711;12175;65,07%;2621;2477;0;3953;0;1106;1999;0;0;0;0;0;0;0;0
10906;203;Barneveld;24185;21;0,09%;33042;24206;73,26%;6056;0;0;3305;0;0;4388;0;5335;5101;0;0;0;0;0
10425;5;Bedum;6128;4;0,07%;7881;6132;77,81%;1723;1277;1166;511;0;505;0;0;0;0;0;0;946;0;0
11374;888;Beek;9304;62;0,67%;13465;9366;69,56%;2551;0;2559;1660;0;399;0;0;2135;0;0;0;0;0;0
10816;370;Beemster;4387;20;0,46%;6325;4407;69,68%;834;1136;1110;1108;0;199;0;0;0;0;0;0;0;0;0
10195;889;Beesel;6282;21;0,33%;10151;6303;62,09%;1410;1190;2696;986;0;0;0;0;0;0;0;0;0;0;0
10292;890;Belfeld;2503;16;0,64%;4169;2519;60,42%;681;0;1178;414;0;0;0;0;230;0;0;0;0;0;0
10340;7;Bellingwedde;4896;38;0,78%;7603;4934;64,90%;637;2342;0;1026;891;0;0;0;0;0;0;0;0;0;0
10744;206;Bemmel;7213;42;0,58%;12994;7255;55,83%;1838;1238;2481;949;0;707;0;0;0;0;0;0;0;0;0
10734;372;Bennebroek;2926;14;0,48%;4145;2940;70,93%;970;603;0;1132;0;221;0;0;0;0;0;0;0;0;0
10962;491;Bergambacht;5245;13;0,25%;6946;5258;75,70%;606;1112;1612;788;0;0;1127;0;0;0;0;0;0;0;0
11424;373;Bergen;7887;34;0,43%;11255;7921;70,38%;1213;1123;2302;2049;712;488;0;0;0;0;0;0;0;0;0
11281;893;Bergen  (L);6307;35;0,55%;10337;6342;61,35%;2296;0;575;1324;0;0;0;0;2112;0;0;0;0;0;0
11037;748;Bergen op Zoom;22628;45;0,20%;48607;22673;46,65%;3330;1812;10243;3297;1367;2104;0;475;0;0;0;0;0;0;0
11160;749;Bergeyk;8880;38;0,43%;13620;8918;65,48%;3084;0;4558;1238;0;0;0;0;0;0;0;0;0;0;0
10350;207;Bergh;8497;43;0,51%;14516;8540;58,83%;3099;1993;1034;1325;0;280;0;0;766;0;0;0;0;0;0
10445;492;Bergschenhoek;4683;20;0,43%;7513;4703;62,60%;1381;1055;0;1528;0;0;719;0;0;0;0;0;0;0;0
10139;493;Berkel en Rodenrijs;7898;19;0,24%;11935;7917;66,33%;3021;1273;0;1920;0;678;0;0;0;0;0;0;1006;0;0
10149;1721;Bernheze;13763;14;0,10%;21204;13777;64,97%;3548;0;5278;622;0;463;0;1646;2206;0;0;0;0;0;0
10316;568;Bernisse;5846;9;0,15%;9702;5855;60,35%;1733;1481;0;1871;0;761;0;0;0;0;0;0;0;0;0
10442;753;Best;11682;36;0,31%;18716;11718;62,61%;2759;1660;4735;1861;0;667;0;0;0;0;0;0;0;0;0
10417;209;Beuningen;9958;27;0,27%;18047;9985;55,33%;1673;1576;3217;1218;1032;0;0;0;1242;0;0;0;0;0;0
10272;375;Beverwijk;15847;26;0,16%;28160;15873;56,37%;2839;4108;2121;2763;1890;828;0;0;1015;0;0;0;0;283;0
10222;585;Binnenmaas;9724;5;0,05%;14924;9729;65,19%;1757;2156;1018;3059;0;641;0;0;0;1093;0;0;0;0;0
11006;1728;Bladel;8016;24;0,30%;14393;8040;55,86%;2279;1103;3709;599;0;326;0;0;0;0;0;0;0;0;0
10493;376;Blaricum;5165;6;0,12%;7717;5171;67,01%;759;777;1964;1292;0;373;0;0;0;0;0;0;0;0;0
10994;495;Bleiswijk;4715;16;0,34%;7056;4731;67,05%;1679;838;0;1657;0;0;541;0;0;0;0;0;0;0;0
10850;377;Bloemendaal;9566;9;0,09%;13073;9575;73,24%;1777;1241;1907;2836;448;0;0;0;1357;0;0;0;0;0;0
10815;55;Boarnsterhim;9231;21;0,23%;13872;9252;66,70%;1428;2847;2562;1796;0;598;0;0;0;0;0;0;0;0;0
11091;497;Bodegraven;9445;12;0,13%;13986;9457;67,62%;2860;850;2693;1222;0;313;877;0;0;630;0;0;0;0;0
10432;755;Boekel;4719;27;0,57%;6889;4746;68,89%;1831;0;2888;0;0;0;0;0;0;0;0;0;0;0;0
10865;64;Bolsward;4612;23;0,50%;7270;4635;63,76%;1681;794;1122;518;497;0;0;0;0;0;0;0;0;0;0
11307;211;Borculo;5588;7;0,13%;7936;5595;70,50%;1071;1875;910;1732;0;0;0;0;0;0;0;0;0;0;0
10448;1681;Borger Odoorn;11065;23;0,21%;20161;11088;55,00%;1761;3997;1996;1904;0;878;529;0;0;0;0;0;0;0;0
10927;897;Born;9022;5;0,06%;11389;9027;79,26%;1320;0;6662;0;0;0;0;0;1040;0;0;0;0;0;0
10326;147;Borne;10836;25;0,23%;16765;10861;64,78%;3446;1941;3152;1236;575;486;0;0;0;0;0;0;0;0;0
10043;654;Borsele;9954;15;0,15%;16190;9969;61,58%;2597;2819;0;1835;0;616;2087;0;0;0;0;0;0;0;0
10419;499;Boskoop;7146;9;0,13%;11254;7155;63,58%;2098;862;0;1767;881;447;1091;0;0;0;0;0;0;0;0
11227;756;Boxmeer;14213;44;0,31%;21674;14257;65,78%;1930;1050;8241;1106;0;0;0;1886;0;0;0;0;0;0;0
10083;757;Boxtel;13299;44;0,33%;22287;13343;59,87%;2218;0;5905;1504;0;576;0;1376;1720;0;0;0;0;0;0
10154;758;Breda;47690;93;0,20%;124670;47783;38,33%;13278;5341;11119;7896;3620;3870;0;1738;0;0;0;0;0;828;0
11088;194;Brederwiede;7024;30;0,43%;9355;7054;75,40%;1046;1448;2758;750;0;297;725;0;0;0;0;0;0;0;0
10807;311;Breukelen;7187;19;0,26%;10767;7206;66,93%;1499;611;981;1309;675;534;934;0;0;0;0;644;0;0;0
10232;501;Brielle;7021;20;0,28%;12470;7041;56,46%;1355;2435;0;2502;0;729;0;0;0;0;0;0;0;0;0
10856;898;Broekhuizen;1021;35;3,43%;1463;1056;72,18%;617;0;0;404;0;0;0;0;0;0;0;0;0;0;0
10798;213;Brummen;10291;33;0,32%;16626;10324;62,10%;2226;3633;1378;2271;0;783;0;0;0;0;0;0;0;0;0
10533;899;Brunssum;16535;40;0,24%;24033;16575;68,97%;1903;1064;4972;1156;0;759;1606;1649;3018;0;0;0;0;408;0
10219;759;Budel;8974;51;0,57%;15619;9025;57,78%;1847;1153;5211;763;0;0;0;0;0;0;0;0;0;0;0
10820;312;Bunnik;7518;29;0,39%;10694;7547;70,57%;2536;0;0;1932;0;877;0;0;2173;0;0;0;0;0;0
11343;313;Bunschoten;10094;7;0,07%;13622;10101;74,15%;2189;0;2118;805;0;0;0;0;709;299;1063;0;2911;0;0
10281;381;Bussum;14087;23;0,16%;24562;14110;57,45%;3482;2544;0;4441;2318;1302;0;0;0;0;0;0;0;0;0
11248;502;Capelle a/d IJssel;26407;45;0,17%;48190;26452;54,89%;3289;5606;5401;6175;0;2204;1528;0;0;2204;0;0;0;0;0
11287;383;Castricum;12746;15;0,12%;17995;12761;70,91%;2016;2005;2610;3079;1940;1096;0;0;0;0;0;0;0;0;0
10383;109;Coevorden;15217;47;0,31%;26649;15264;57,28%;3460;4409;1665;3397;0;565;387;0;1334;0;0;0;0;0;0
11346;611;Cromstrijen;6659;10;0,15%;9857;6669;67,66%;1050;1181;1480;1170;452;639;0;0;0;687;0;0;0;0;0
10023;1684;Cuijk;10805;35;0,32%;18015;10840;60,17%;1882;1513;5615;1108;0;687;0;0;0;0;0;0;0;0;0
10342;216;Culemborg;10851;7;0,06%;18149;10858;59,83%;2214;2725;0;2737;0;928;0;2247;0;0;0;0;0;0;0
11007;148;Dalfsen;7723;8;0,10%;13221;7731;58,48%;3177;0;1870;705;0;0;0;0;903;0;0;0;1068;0;0
10650;65;Dantumadeel;9451;17;0,18%;14746;9468;64,21%;2974;2095;1645;741;0;0;1346;0;0;650;0;0;0;0;0
10168;310;De Bilt;18054;17;0,09%;25792;18071;70,06%;3073;2456;1717;4771;2036;2108;860;1033;0;0;0;0;0;0;0
10241;552;De Lier;5852;12;0,21%;8203;5864;71,49%;2016;519;1856;1148;0;0;313;0;0;0;0;0;0;0;0
10180;1663;De Marne;5848;14;0,24%;8406;5862;69,74%;1436;1842;0;1031;769;0;0;0;0;0;0;0;770;0;0
11379;736;De Ronde Venen;15409;19;0,12%;25516;15428;60,46%;3323;0;4964;2942;0;874;1357;0;1949;0;0;0;0;0;0
10262;1690;De Wolden;11781;0;0,00%;17723;11781;66,47%;2197;2413;3214;3006;0;390;561;0;0;0;0;0;0;0;0
10928;503;Delft;43466;378;0,87%;74433;43844;58,90%;6330;10611;5833;7053;5001;3389;1794;2725;0;0;0;0;0;730;0
10976;10;Delfzijl;14240;20;0,14%;23188;14260;61,50%;2759;5264;0;2379;722;822;904;1390;0;0;0;0;0;0;0
11434;518;Den Haag;162886;789;0,48%;338232;163675;48,39%;20194;34431;18811;39442;16113;11599;4662;9511;0;0;0;4173;0;2668;1282
10395;159;Den Ham;7494;12;0,16%;11109;7506;67,57%;3501;1725;0;846;0;0;0;0;0;0;819;0;603;0;0
10285;400;Den Helder;23953;47;0,20%;46244;24000;51,90%;3832;5122;2250;6002;2145;3188;1414;0;0;0;0;0;0;0;0
10245;149;Denekamp;6876;45;0,65%;9446;6921;73,27%;3814;684;1723;655;0;0;0;0;0;0;0;0;0;0;0
10379;762;Deurne;14943;25;0,17%;23971;14968;62,44%;3682;1451;5706;1460;0;1130;0;0;1514;0;0;0;0;0;0
10153;218;Didam;8939;8;0,09%;12850;8947;69,63%;4756;998;1825;994;0;366;0;0;0;0;0;0;0;0;0
11039;384;Diemen;9883;37;0,37%;18352;9920;54,05%;1290;2562;0;3175;1724;1132;0;0;0;0;0;0;0;0;0
10311;151;Diepenheim;1777;8;0,45%;2183;1785;81,77%;0;606;415;756;0;0;0;0;0;0;0;0;0;0;0
11154;219;Dinxperlo;3832;4;0,10%;6645;3836;57,73%;1783;676;1373;0;0;0;0;0;0;0;0;0;0;0;0
11344;504;Dirksland;4311;20;0,46%;5982;4331;72,40%;720;816;709;504;0;0;0;0;0;1119;443;0;0;0;0
10647;220;Dodewaard;2343;8;0,34%;3170;2351;74,16%;493;853;330;259;0;0;408;0;0;0;0;0;0;0;0
10327;221;Doesburg;5516;35;0,63%;8492;5551;65,37%;985;1299;0;1056;0;690;0;1486;0;0;0;0;0;0;0
10396;222;Doetinchem;19589;25;0,13%;34867;19614;56,25%;4751;5715;0;4174;2882;1167;900;0;0;0;0;0;0;0;0
11412;766;Dongen;9369;21;0,22%;18599;9390;50,49%;1852;807;2648;1003;0;587;0;2133;0;0;339;0;0;0;0
10198;58;Dongeradeel;12281;20;0,16%;18138;12301;67,82%;4392;2627;2381;869;0;438;1574;0;0;0;0;0;0;0;0
10213;315;Doorn;5409;5;0,09%;8155;5414;66,39%;1074;786;0;1825;1265;0;459;0;0;0;0;0;0;0;0
11157;505;Dordrecht;47016;75;0,16%;90286;47091;52,16%;6209;11625;6466;9668;4820;3179;4024;0;0;0;0;0;0;1025;0
10642;498;Drechterland;4682;5;0,11%;7073;4687;66,27%;1168;679;1250;1145;0;440;0;0;0;0;0;0;0;0;0
10777;316;Driebergen-Rijsenburg;9248;20;0,22%;14282;9268;64,89%;1947;0;0;2170;0;1325;1218;0;2200;388;0;0;0;0;0
10210;303;Dronten;15104;23;0,15%;23974;15127;63,10%;3830;1905;1651;3918;1216;833;0;0;0;0;1011;0;740;0;0
10068;225;Druten;7597;28;0,37%;12233;7625;62,33%;760;0;4461;581;0;0;0;0;1795;0;0;0;0;0;0
11028;226;Duiven;10512;22;0,21%;17892;10534;58,88%;1628;1866;4061;1708;648;601;0;0;0;0;0;0;0;0;0
10941;902;Echt;10855;36;0,33%;14913;10891;73,03%;1956;635;6131;545;1065;0;0;0;523;0;0;0;0;0;0
10832;227;Echteld;3705;4;0,11%;5112;3709;72,55%;578;1219;0;771;0;0;0;0;0;718;419;0;0;0;0
10884;385;Edam-Volendam;13484;7;0,05%;20580;13491;65,55%;3800;1658;5572;1464;990;0;0;0;0;0;0;0;0;0;0
10743;228;Ede;50193;208;0,41%;74862;50401;67,33%;9637;6176;6224;8804;0;1712;6189;0;4372;7079;0;0;0;0;0
10248;317;Eemnes;4268;5;0,12%;6127;4273;69,74%;1166;0;1352;1092;0;0;0;0;658;0;0;0;0;0;0
10246;1651;Eemsmond;9212;36;0,39%;12486;9248;74,07%;1876;2404;2610;639;595;0;0;0;0;0;0;0;1088;0;0
10741;770;Eersel;7767;28;0,36%;13522;7795;57,65%;3043;0;3796;928;0;0;0;0;0;0;0;0;0;0;0
10421;357;Egmond;5580;16;0,29%;9047;5596;61,85%;1227;1096;641;1167;387;1062;0;0;0;0;0;0;0;0;0
10436;229;Eibergen;8584;14;0,16%;12542;8598;68,55%;4145;2134;0;1360;945;0;0;0;0;0;0;0;0;0;0
10314;905;Eijsden;7094;17;0,24%;9166;7111;77,58%;2006;1060;2768;1260;0;0;0;0;0;0;0;0;0;0;0
11298;772;Eindhoven;75780;185;0,24%;158653;75965;47,88%;14478;15979;7447;12972;6640;4905;1055;7356;0;0;0;4948;0;0;0
11113;230;Elburg;11452;12;0,10%;15992;11464;71,69%;2183;0;2003;1356;0;0;0;0;1766;1825;2319;0;0;0;0
11188;231;Elst;5579;6;0,11%;12698;5585;43,98%;929;870;1178;752;0;1850;0;0;0;0;0;0;0;0;0
11180;114;Emmen;41229;66;0,16%;82095;41295;50,30%;9337;10597;5588;3845;1669;3799;2122;4272;0;0;0;0;0;0;0
10729;388;Enkhuizen;8084;13;0,16%;12659;8097;63,96%;1013;1431;210;1091;0;416;2144;0;1636;0;0;143;0;0;0
10364;153;Enschede;60789;224;0,37%;115257;61013;52,94%;10974;17058;6442;11363;4479;3446;0;3145;284;0;0;316;3282;0;0
10940;232;Epe;16799;20;0,12%;26082;16819;64,49%;3003;2917;4448;3212;1071;708;1440;0;0;0;0;0;0;0;0
10732;233;Ermelo;13655;10;0,07%;20169;13665;67,75%;3361;0;2168;2225;0;0;2046;939;2121;795;0;0;0;0;0
10750;777;Etten-Leur;14406;16;0,11%;27353;14422;52,73%;3047;2744;3658;2356;1154;720;0;727;0;0;0;0;0;0;0
11284;68;Ferwerderadeel;4504;9;0,20%;6575;4513;68,64%;1713;803;1274;417;0;0;0;0;0;0;0;0;297;0;0
10404;70;Franekeradeel;9625;52;0,54%;15366;9677;62,98%;2911;2536;3036;1142;0;0;0;0;0;0;0;0;0;0;0
10036;653;Gaasterlân-Sleat;5177;23;0,44%;7284;5200;71,39%;1931;707;1225;753;0;187;0;0;0;0;374;0;0;0;0
10101;779;Geertruidenberg;7575;8;0,11%;16275;7583;46,59%;2352;610;2991;937;685;0;0;0;0;0;0;0;0;0;0
10881;236;Geldermalsen;11031;44;0,40%;17876;11075;61,95%;2463;2931;1315;1995;0;785;0;0;0;1542;0;0;0;0;0
10529;781;Geldrop;12175;19;0,16%;21249;12194;57,39%;2093;0;6189;1364;0;641;0;0;1888;0;0;0;0;0;0
10048;906;Geleen;16928;29;0,17%;26941;16957;62,94%;4357;3013;4443;1133;3697;285;0;0;0;0;0;0;0;0;0
10277;1652;Gemert-Bakel;11174;18;0,16%;20231;11192;55,32%;4713;0;4970;0;0;293;0;0;1198;0;0;0;0;0;0
10260;237;Gendringen;10191;27;0,26%;15834;10218;64,53%;4215;2421;1999;1250;306;0;0;0;0;0;0;0;0;0;0
10440;238;Gendt;3284;15;0,46%;5577;3299;59,15%;873;494;1917;0;0;0;0;0;0;0;0;0;0;0;0
10746;154;Genemuiden;4861;19;0,39%;5844;4880;83,50%;620;638;982;0;0;0;0;0;0;1582;1039;0;0;0;0
10542;907;Gennep;7444;13;0,17%;13004;7457;57,34%;1793;1494;1802;888;0;1467;0;0;0;0;0;0;0;0;0
10255;689;Giessenlanden;8046;26;0,32%;10685;8072;75,55%;1516;1879;894;2096;0;0;0;0;0;436;1225;0;0;0;0
11375;784;Gilze en Rijen;11198;31;0,28%;18156;11229;61,85%;1541;1610;6370;1361;0;316;0;0;0;0;0;0;0;0;0
10981;511;Goedereede;6599;19;0,29%;8503;6618;77,83%;1130;901;786;767;0;0;0;0;0;2350;665;0;0;0;0
10674;664;Goes;15235;15;0,10%;27215;15250;56,04%;3260;3403;524;2826;1718;1161;2343;0;0;0;0;0;0;0;0
10971;785;Goirle;9012;15;0,17%;16638;9027;54,26%;1144;698;4319;887;1095;869;0;0;0;0;0;0;0;0;0
10076;156;Goor;6364;8;0,13%;9642;6372;66,09%;1954;1745;0;1188;0;568;0;909;0;0;0;0;0;0;0
10942;512;Gorinchem;13579;78;0,57%;25241;13657;54,11%;2060;3495;1995;2508;807;874;1358;482;0;0;0;0;0;0;0
10085;239;Gorssel;7687;17;0,22%;10726;7704;71,83%;2080;1568;1210;2300;0;529;0;0;0;0;0;0;0;0;0
10302;513;Gouda;31969;99;0,31%;54032;32068;59,35%;4524;6616;3705;6396;2884;2717;3264;1863;0;0;0;0;0;0;0
10451;693;Graafstroom;5447;13;0,24%;6682;5460;81,71%;1732;954;0;817;0;0;0;0;0;1007;937;0;0;0;0
11417;365;Graft-De Rijp;3425;14;0,41%;4750;3439;72,40%;861;1050;380;1134;0;0;0;0;0;0;0;0;0;0;0
11339;157;Gramsbergen;3629;14;0,39%;4808;3643;75,77%;1646;1155;0;567;0;0;261;0;0;0;0;0;0;0;0
10165;786;Grave;6176;17;0,28%;9633;6193;64,29%;909;658;2923;684;450;552;0;0;0;0;0;0;0;0;0
11094;240;Groenlo;4673;11;0,24%;7157;4684;65,45%;1380;799;154;415;0;0;0;0;1925;0;0;0;0;0;0
10616;241;Groesbeek;9767;48;0,49%;15117;9815;64,93%;2243;2100;2830;966;706;293;0;0;629;0;0;0;0;0;0
10426;14;Groningen;84400;164;0,19%;141061;84564;59,95%;8121;24662;3924;12431;10769;8162;0;8966;0;0;0;2468;4897;0;0
11080;15;Grootegast;5791;17;0,29%;8589;5808;67,62%;2444;1441;0;782;0;0;1124;0;0;0;0;0;0;0;0
10176;912;Grubbenvorst;3357;3;0,09%;5180;3360;64,86%;1183;564;349;902;0;359;0;0;0;0;0;0;0;0;0
11435;158;Haaksbergen;12299;21;0,17%;18402;12320;66,95%;4576;1959;2573;1876;0;1315;0;0;0;0;0;0;0;0;0
11155;788;Haaren;5948;15;0,25%;10577;5963;56,38%;1822;0;2470;616;0;0;0;0;1040;0;0;0;0;0;0
10357;392;Haarlem;61941;141;0,23%;118249;62082;52,50%;8094;15534;4501;12762;7740;4775;1447;3847;0;0;0;2253;0;988;0
10508;393;Haarlemmerliede ca.;2525;5;0,20%;3973;2530;63,68%;759;589;0;784;0;393;0;0;0;0;0;0;0;0;0
11387;394;Haarlemmermeer;45782;83;0,18%;82176;45865;55,81%;8056;6399;6169;13651;6164;2435;2363;0;0;0;0;0;0;545;0
10321;914;Haelen;5550;25;0,45%;7703;5575;72,37%;1274;0;3921;355;0;0;0;0;0;0;0;0;0;0;0
10397;1655;Halderberge;12239;86;0,70%;22668;12325;54,37%;2090;1062;6543;1862;0;682;0;0;0;0;0;0;0;0;0
10174;160;Hardenberg;19217;44;0,23%;25337;19261;76,02%;7397;4299;0;2181;738;612;0;0;0;0;0;0;3990;0;0
10786;243;Harderwijk;17700;29;0,16%;28483;17729;62,24%;4834;2954;977;3480;0;0;2454;0;2303;698;0;0;0;0;0
