Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;CDA;PvdA;VVD;RK;Overige;D66;PAK;SGP;CPN;PPR;PSP;GPV;PC;GG;PCG;BP;DS70
11084;738;Aalburg;5327;17;0,32%;6342;5344;84,26%;1624;1003;527;0;611;0;0;1562;0;0;0;0;0;0;0;0;0
11264;358;Aalsmeer;10785;36;0,33%;13950;10821;77,57%;4841;2929;2577;0;0;0;0;0;200;0;0;0;238;0;0;0;0
11046;197;Aalten;9365;31;0,33%;11823;9396;79,47%;6720;0;839;0;0;0;1683;0;0;0;0;123;0;0;0;0;0
11104;480;Aar (Ter);3831;17;0,44%;4904;3848;78,47%;2450;0;744;0;0;0;489;148;0;0;0;0;0;0;0;0;0
11020;648;Aardenburg;2329;21;0,90%;2607;2350;90,14%;780;313;0;0;732;0;0;0;0;0;0;0;0;504;0;0;0
10757;739;Aarle-Rixtel;2803;17;0,61%;3339;2820;84,46%;0;0;0;2803;0;0;0;0;0;0;0;0;0;0;0;0;0
10439;359;Abbekerk;1009;9;0,89%;1376;1018;73,98%;374;299;0;0;336;0;0;0;0;0;0;0;0;0;0;0;0
11026;481;Abbenbroek;687;4;0,58%;828;691;83,45%;0;272;256;0;0;0;0;0;0;0;0;0;159;0;0;0;0
10712;305;Abcoude;4387;11;0,25%;5162;4398;85,20%;1828;0;1052;0;0;296;1106;0;0;0;0;105;0;0;0;0;0
10199;59;Achtkarspelen;13645;52;0,38%;16583;13697;82,60%;6943;4445;828;0;504;0;0;281;70;0;0;574;0;0;0;0;0
10996;1;Adorp;1110;3;0,27%;1203;1113;92,52%;399;0;0;0;326;0;230;0;0;0;0;155;0;0;0;0;0
10999;2;Aduard;1627;7;0,43%;1825;1634;89,53%;592;571;292;0;0;0;0;0;0;0;0;172;0;0;0;0;0
10346;360;Akersloot;2472;3;0,12%;3094;2475;79,99%;1007;0;425;0;505;0;535;0;0;0;0;0;0;0;0;0;0
11327;482;Alblasserdam;9096;44;0,48%;11787;9140;77,54%;2036;3425;732;0;1721;0;0;1182;0;0;0;0;0;0;0;0;0
10349;483;Alkemade;6202;23;0,37%;8183;6225;76,07%;3460;0;1515;0;350;0;877;0;0;0;0;0;0;0;0;0;0
10527;361;Alkmaar;31482;107;0,34%;47080;31589;67,10%;9659;9802;4763;0;2096;2107;1753;0;1113;0;0;189;0;0;0;0;0
11053;141;Almelo;30769;115;0,37%;41938;30884;73,64%;11443;0;3840;0;1302;0;12680;0;1009;0;0;367;0;0;0;128;0
10517;484;Alpen a/d Rijn;22273;68;0,31%;32159;22341;69,47%;10507;4952;4546;0;0;0;1896;0;137;0;0;235;0;0;0;0;0
10710;741;Alphen en Riel;3038;18;0,59%;3661;3056;83,47%;0;0;209;2578;251;0;0;0;0;0;0;0;0;0;0;0;0
11400;142;Ambt Delden;3151;23;0,73%;3577;3174;88,73%;2389;0;0;0;762;0;0;0;0;0;0;0;0;0;0;0;0
11349;485;Ameide;1719;5;0,29%;1908;1724;90,36%;0;552;232;0;0;0;0;0;0;0;0;0;0;0;935;0;0
11153;60;Ameland;1940;5;0,26%;2035;1945;95,58%;0;271;106;0;1563;0;0;0;0;0;0;0;0;0;0;0;0
11372;306;Amerongen;3518;9;0,26%;4224;3527;83,50%;1623;825;717;0;0;0;0;353;0;0;0;0;0;0;0;0;0
10948;307;Amersfoort;43064;201;0,47%;60968;43265;70,96%;15825;10927;7842;0;762;3454;1442;790;410;0;0;1612;0;0;0;0;0
10863;486;Ammerstol;949;15;1,58%;1083;964;89,01%;0;446;0;0;450;0;0;0;53;0;0;0;0;0;0;0;0
10151;198;Ammerzoden;2331;12;0,51%;2640;2343;88,75%;893;389;356;0;357;0;0;0;0;0;0;0;336;0;0;0;0
10799;362;Amstelveen;38998;156;0,40%;51711;39154;75,72%;12048;7959;11652;0;0;4037;0;0;457;1643;1202;0;0;0;0;0;0
10062;884;Amstenrade;2171;19;0,88%;2407;2190;90,98%;0;0;0;2171;0;0;0;0;0;0;0;0;0;0;0;0;0
11150;363;Amsterdam;357658;1356;0,38%;542662;359014;66,16%;61646;137648;53905;0;6430;27737;0;0;38402;9653;19498;1098;0;0;0;604;1037
10822;364;Andijk;2665;8;0,30%;3468;2673;77,08%;1371;502;318;0;109;0;0;0;220;0;0;0;0;0;0;145;0
11131;199;Angerlo;2282;10;0,44%;2828;2292;81,05%;1214;379;167;0;522;0;0;0;0;0;0;0;0;0;0;0;0
10787;105;Anloo;4040;29;0,72%;4678;4069;86,98%;208;1276;1067;0;1364;0;0;0;40;0;85;0;0;0;0;0;0
10344;366;Anna Paulowna;5040;33;0,65%;6556;5073;77,38%;1893;1182;1395;0;0;0;0;0;270;238;0;62;0;0;0;0;0
11075;200;Apeldoorn;69251;246;0,36%;95203;69497;73,00%;24201;19164;10843;0;6661;3493;1966;2054;372;0;0;497;0;0;0;0;0
11296;201;Appeltern;2573;24;0,93%;2821;2597;92,06%;0;237;0;0;2336;0;0;0;0;0;0;0;0;0;0;0;0
10886;3;Appingedam;6838;28;0,41%;9144;6866;75,09%;2181;3057;628;0;538;0;0;0;159;131;0;144;0;0;0;0;0
10202;885;Arcen en Velden;4220;18;0,43%;5154;4238;82,23%;0;0;392;3500;0;0;328;0;0;0;0;0;0;0;0;0;0
10079;487;Arkel;1822;16;0,88%;2136;1838;86,05%;474;976;372;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11419;649;Arnemuiden;1858;9;0,48%;2326;1867;80,27%;450;539;0;0;165;0;0;429;0;0;0;0;275;0;0;0;0
10795;202;Arnhem;61215;274;0,45%;92806;61489;66,26%;21054;0;9791;0;1426;4125;23277;490;693;0;0;359;0;0;0;0;0
11369;488;Asperen;1458;0;0,00%;1738;1458;83,89%;642;372;257;0;0;0;0;187;0;0;0;0;0;0;0;0;0
10522;106;Assen;24194;69;0,29%;31265;24263;77,60%;5910;9903;3888;0;0;1448;0;0;277;794;431;1543;0;0;0;0;0
10478;743;Asten;7179;37;0,52%;8545;7216;84,45%;0;0;0;6305;0;0;874;0;0;0;0;0;0;0;0;0;0
11147;368;Avenhorn;1433;7;0,49%;1732;1440;83,14%;610;0;235;0;588;0;0;0;0;0;0;0;0;0;0;0;0
11190;143;Avereest;7167;17;0,24%;9016;7184;79,68%;3896;1903;1202;0;0;0;0;0;0;0;0;166;0;0;0;0;0
11289;650;Axel;6393;29;0,45%;8122;6422;79,07%;2235;1643;1241;0;488;0;0;0;0;0;0;786;0;0;0;0;0
10422;61;Baarderadeel;2850;28;0,98%;3427;2878;83,98%;874;1096;538;0;342;0;0;0;0;0;0;0;0;0;0;0;0
10060;744;Baarle-Nassau;2974;18;0,61%;3726;2992;80,30%;254;0;398;2322;0;0;0;0;0;0;0;0;0;0;0;0;0
11411;308;Baarn;12692;69;0,54%;17673;12761;72,21%;4401;2837;3367;0;0;829;0;261;0;350;553;94;0;0;0;0;0
11255;886;Baexem;1340;7;0,52%;1453;1347;92,70%;0;0;319;1021;0;0;0;0;0;0;0;0;0;0;0;0;0
10539;4;Baflo;1805;4;0,22%;2055;1809;88,03%;854;649;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10749;745;Bakel en Milheeze;3389;36;1,06%;4615;3425;74,21%;0;0;0;3389;0;0;0;0;0;0;0;0;0;0;0;0;0
10943;489;Barendrecht;8967;66;0,74%;11033;9033;81,87%;3477;2034;1720;0;0;681;0;1055;0;0;0;0;0;0;0;0;0
10906;203;Barneveld;18234;79;0,43%;22461;18313;81,53%;8558;2010;2334;0;0;0;0;3679;0;403;0;127;1123;0;0;0;0
10156;62;Barradeel;3824;19;0,50%;4541;3843;84,63%;2008;1061;270;0;485;0;0;0;0;0;0;0;0;0;0;0;0
10973;369;Barsingerhorn;1965;1;0,05%;2459;1966;79,95%;214;1174;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10921;204;Batenburg;391;1;0,26%;401;392;97,76%;0;0;0;0;391;0;0;0;0;0;0;0;0;0;0;0;0
11030;144;Bathmen;2906;7;0,24%;3312;2913;87,95%;541;564;586;0;969;246;0;0;0;0;0;0;0;0;0;0;0
10425;5;Bedum;5576;12;0,22%;6336;5588;88,19%;2540;1325;550;0;0;318;101;0;0;0;0;742;0;0;0;0;0
11089;887;Beegden;1049;12;1,14%;1146;1061;92,58%;0;0;0;1049;0;0;0;0;0;0;0;0;0;0;0;0;0
11374;888;Beek;7034;76;1,08%;8846;7110;80,38%;0;0;825;5523;0;0;686;0;0;0;0;0;0;0;0;0;0
10173;746;Beek en Donk;3953;29;0,73%;5447;3982;73,10%;0;246;0;3707;0;0;0;0;0;0;0;0;0;0;0;0;0
10816;370;Beemster;4326;22;0,51%;5416;4348;80,28%;1147;1003;1009;0;913;0;0;0;47;0;207;0;0;0;0;0;0
11410;747;Beers;1729;17;0,98%;1899;1746;91,94%;0;0;0;1729;0;0;0;0;0;0;0;0;0;0;0;0;0
11043;6;Beerta;2071;32;1,55%;2301;2103;91,40%;0;870;282;0;0;0;0;0;919;0;0;0;0;0;0;0;0
10195;889;Beesel;5285;42;0,79%;7305;5327;72,92%;0;686;0;4599;0;0;0;0;0;0;0;0;0;0;0;0;0
10520;107;Beilen;7576;31;0,41%;9144;7607;83,19%;2461;3012;1161;0;419;0;0;0;0;253;90;180;0;0;0;0;0
10292;890;Belfeld;2224;21;0,94%;3041;2245;73,82%;1561;242;162;259;0;0;0;0;0;0;0;0;0;0;0;0;0
10340;7;Bellingwedde;5890;45;0,76%;7035;5935;84,36%;985;3124;825;0;268;0;0;0;688;0;0;0;0;0;0;0;0
10878;891;Bemelen;259;0;0,00%;259;259;100,00%;0;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;0
10744;206;Bemmel;6785;27;0,40%;9628;6812;70,75%;2920;742;287;0;2836;0;0;0;0;0;0;0;0;0;0;0;0
10734;372;Bennebroek;3268;26;0,80%;4151;3294;79,35%;1409;0;1076;0;0;0;783;0;0;0;0;0;0;0;0;0;0
11330;309;Benschop;1808;8;0,44%;2025;1816;89,68%;830;0;0;0;271;0;208;309;0;0;0;0;0;190;0;0;0
10398;490;Benthuizen;1526;6;0,39%;1708;1532;89,70%;371;302;296;0;0;173;0;384;0;0;0;0;0;0;0;0;0
10796;892;Berg en Terblijt;2574;20;0,78%;2792;2594;92,91%;0;0;0;2574;0;0;0;0;0;0;0;0;0;0;0;0;0
10962;491;Bergambacht;3044;9;0,30%;3538;3053;86,29%;674;884;621;0;326;0;0;539;0;0;0;0;0;0;0;0;0
11160;749;Bergeijk;5040;25;0,50%;6030;5065;84,00%;3857;0;589;0;190;0;404;0;0;0;0;0;0;0;0;0;0
11424;373;Bergen;8156;29;0,36%;10288;8185;79,56%;2583;1843;2139;0;1466;0;0;0;125;0;0;0;0;0;0;0;0
11281;893;Bergen;6568;59;0,90%;8333;6627;79,53%;0;0;362;5391;0;0;802;0;13;0;0;0;0;0;0;0;0
11037;748;Bergen op Zoom;19582;94;0,48%;29951;19676;65,69%;6944;4403;3509;1252;1955;899;531;0;89;0;0;0;0;0;0;0;0
10350;207;Bergh;9011;59;0,65%;12196;9070;74,37%;3751;0;502;0;2609;0;2149;0;0;0;0;0;0;0;0;0;0
10883;208;Bergharen;1428;7;0,49%;1546;1435;92,82%;0;0;0;0;1428;0;0;0;0;0;0;0;0;0;0;0;0
10733;750;Berghem;2847;16;0,56%;3385;2863;84,58%;0;0;0;2847;0;0;0;0;0;0;0;0;0;0;0;0;0
10445;492;Bergschenhoek;3376;29;0,86%;4328;3405;78,67%;1777;828;771;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11132;751;Berkel;4890;16;0,33%;5990;4906;81,90%;2640;566;1029;0;0;0;0;0;0;0;0;0;0;655;0;0;0
10139;493;Berkel en Rodenrijs;6845;20;0,29%;8774;6865;78,24%;3698;1190;1318;0;0;0;0;0;0;0;0;639;0;0;0;0;0
10797;494;Berkenwoude;881;4;0,45%;944;885;93,75%;0;120;232;0;390;0;0;139;0;0;0;0;0;0;0;0;0
10354;374;Berkhout;2662;7;0,26%;3339;2669;79,93%;1437;739;486;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10362;752;Berlicum;3867;0;0,00%;5291;3867;73,09%;1375;348;356;1009;0;0;779;0;0;0;0;0;0;0;0;0;0
10442;753;Best;7563;39;0,52%;11579;7602;65,65%;3765;1622;911;0;1265;0;0;0;0;0;0;0;0;0;0;0;0
10417;209;Beuningen;4238;41;0,97%;5882;4279;72,75%;1740;832;397;0;1269;0;0;0;0;0;0;0;0;0;0;0;0
10272;375;Beverwijk;17499;104;0,59%;25757;17603;68,34%;6610;5373;2656;0;0;1008;740;0;1112;0;0;0;0;0;0;0;0
11294;8;Bierum;2349;23;0,98%;2870;2372;82,65%;1263;660;0;0;426;0;0;0;0;0;0;0;0;0;0;0;0
10128;63;Bildt ('t);4965;19;0,38%;5804;4984;85,87%;2166;1645;616;0;538;0;0;0;0;0;0;0;0;0;0;0;0
10168;310;Bilt (de);18978;58;0,31%;23529;19036;80,90%;5883;0;5740;0;72;2207;4264;362;199;0;0;251;0;0;0;0;0
10967;894;Bingelrade;589;8;1,36%;612;597;97,55%;0;0;0;589;0;0;0;0;0;0;0;0;0;0;0;0;0
11006;754;Bladel en Netersel;3975;20;0,50%;5878;3995;67,97%;2481;629;299;566;0;0;0;0;0;0;0;0;0;0;0;0;0
10493;376;Blaricum;5118;27;0,53%;6987;5145;73,64%;1423;0;1740;0;485;0;1470;0;0;0;0;0;0;0;0;0;0
10994;495;Bleiswijk;3956;7;0,18%;4688;3963;84,53%;1826;569;1022;0;0;268;0;271;0;0;0;0;0;0;0;0;0
10451;496;Bleskensgraaf c.a.;1260;6;0,48%;1459;1266;86,77%;0;266;171;0;0;0;0;361;0;0;0;0;0;0;462;0;0
10850;377;Bloemendaal;10453;50;0,48%;13433;10503;78,19%;3278;1591;4285;0;0;0;1200;0;0;0;0;99;0;0;0;0;0
10804;378;Blokker;2003;14;0,70%;2662;2017;75,77%;787;171;200;0;845;0;0;0;0;0;0;0;0;0;0;0;0
10986;895;Bocholtz;3158;42;1,33%;3531;3200;90,63%;0;0;62;3096;0;0;0;0;0;0;0;0;0;0;0;0;0
11091;497;Bodegraven;7951;17;0,21%;10182;7968;78,26%;4010;1195;1192;0;0;523;0;577;0;454;0;0;0;0;0;0;0
10432;755;Boekel;3996;23;0,58%;5113;4019;78,60%;0;0;188;3808;0;0;0;0;0;0;0;0;0;0;0;0;0
10891;9;Boer (Ten);3859;9;0,23%;4568;3868;84,68%;1469;1089;0;0;354;0;0;0;0;0;0;396;0;551;0;0;0
10865;64;Bolsward;5521;23;0,42%;6700;5544;82,75%;3008;1674;410;0;429;0;0;0;0;0;0;0;0;0;0;0;0
11307;211;Borculo;5719;27;0,47%;6775;5746;84,81%;1676;1750;1323;0;970;0;0;0;0;0;0;0;0;0;0;0;0
10448;108;Borger;7043;35;0,50%;8383;7078;84,43%;1698;3110;912;0;1248;0;0;0;75;0;0;0;0;0;0;0;0
10927;897;Born;4737;48;1,01%;5195;4785;92,11%;0;300;256;4181;0;0;0;0;0;0;0;0;0;0;0;0;0
10326;147;Borne;10252;43;0,42%;12558;10295;81,98%;5502;2679;1130;0;0;444;0;0;0;497;0;0;0;0;0;0;0
10043;654;Borsele;9521;39;0,41%;12302;9560;77,71%;5172;0;1028;0;0;0;2034;1287;0;0;0;0;0;0;0;0;0
10419;499;Boskoop;7072;29;0,41%;8849;7101;80,25%;3217;0;1709;0;0;0;1748;398;0;0;0;0;0;0;0;0;0
10945;379;Bovenkarspel;3809;17;0,45%;5594;3826;68,39%;1618;1003;376;0;700;0;0;0;112;0;0;0;0;0;0;0;0
