Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;CDA;PvdA;LOG;VVD;D66;GL;LCG;CD;SP;LPG;SGP;Overige landelijke partijen;GPV;RPF;CP86
;738;Aalburg;6502;19;0,29%;7976;6521;81,76%;1240;505;2283;598;0;0;0;0;0;441;1435;0;0;0;0
;358;Aalsmeer;10765;17;0,16%;17113;10782;63,00%;3262;1543;1757;2877;1326;0;0;0;0;0;0;0;0;0;0
;197;Aalten;10227;30;0,29%;13938;10257;73,59%;4438;985;0;1151;806;0;1012;0;0;1286;0;0;0;549;0
;739;Aarle-Rixtel;3237;18;0,56%;4491;3255;72,48%;836;263;589;665;0;0;0;0;0;884;0;0;0;0;0
;305;Abcoude;4563;22;0,48%;6107;4585;75,08%;1376;1017;0;1187;983;0;0;0;0;0;0;0;0;0;0
;59;Achtkarspelen;14489;61;0,42%;20623;14550;70,55%;4241;3098;4081;907;0;0;1210;0;0;0;0;0;952;0;0
;360;Akersloot;2611;6;0,23%;3692;2617;70,88%;551;696;893;471;0;0;0;0;0;0;0;0;0;0;0
;482;Alblasserdam;9364;64;0,68%;13487;9428;69,90%;2007;2381;0;1163;926;0;0;0;0;1196;1691;0;0;0;0
;613;Albrandswaard;8092;25;0,31%;11727;8117;69,22%;1732;927;1579;2523;920;0;411;0;0;0;0;0;0;0;0
;483;Alkemade;7130;40;0,56%;10601;7170;67,64%;3194;1260;0;1963;0;713;0;0;0;0;0;0;0;0;0
;361;Alkmaar;41602;59;0,14%;69494;41661;59,95%;7134;7809;5543;5237;5188;5397;0;0;2780;0;0;269;663;0;1582
;141;Almelo;30304;196;0,65%;49016;30500;62,22%;7975;7738;1908;3637;3816;1273;1102;1781;1074;0;0;0;0;0;0
;34;Almere;41459;265;0,64%;68271;41724;61,12%;3768;6562;3256;10442;9610;3873;0;2393;0;0;0;0;669;0;886
;484;Alphen aan den Rijn;30250;5;0,02%;48982;30255;61,77%;5946;2866;1128;6816;4144;1795;2125;0;3681;0;604;1145;0;0;0
;741;Alphen en Riel;3396;8;0,24%;4702;3404;72,39%;968;0;1903;314;0;0;0;0;0;211;0;0;0;0;0
;142;Ambt Delden;3321;12;0,36%;4024;3333;82,83%;1786;320;487;728;0;0;0;0;0;0;0;0;0;0;0
;60;Ameland;2319;11;0,47%;2551;2330;91,34%;508;467;1055;177;112;0;0;0;0;0;0;0;0;0;0
;306;Amerongen;3919;9;0,23%;5450;3928;72,07%;1100;625;0;744;663;0;787;0;0;0;0;0;0;0;0
;307;Amersfoort;51925;95;0,18%;84369;52020;61,66%;9551;8006;0;9809;11020;5469;1793;3209;0;0;0;0;3068;0;0
;198;Ammerzoden;2480;12;0,48%;3333;2492;74,77%;1190;0;0;0;297;0;0;0;0;993;0;0;0;0;0
;362;Amstelveen;39944;74;0,19%;58863;40018;67,98%;6335;5259;5820;11198;6345;3718;0;1269;0;0;0;0;0;0;0
;363;Amsterdam;309869;3437;1,11%;544304;313306;57,56%;23014;81470;11212;49605;49311;38982;0;24506;6754;1008;0;16658;1835;0;5514
;364;Andijk;3112;14;0,45%;4483;3126;69,73%;1178;552;0;578;0;376;0;0;0;0;0;0;0;428;0
;199;Angerlo;2679;10;0,37%;3491;2689;77,03%;938;562;1179;0;0;0;0;0;0;0;0;0;0;0;0
;105;Anloo;4583;12;0,26%;6158;4595;74,62%;248;1393;1899;1043;0;0;0;0;0;0;0;0;0;0;0
;366;Anna Paulowna;6165;27;0,44%;9463;6192;65,43%;1599;1566;0;2133;867;0;0;0;0;0;0;0;0;0;0
;200;Apeldoorn;71233;209;0,29%;115151;71442;62,04%;15465;12147;6294;12328;12289;5877;4522;0;0;0;2311;0;0;0;0
;3;Appingedam;6340;24;0,38%;9837;6364;64,69%;1390;1871;1613;429;1037;0;0;0;0;0;0;0;0;0;0
;885;Arcen en Velden;4713;41;0,87%;6697;4754;70,99%;2075;0;1054;614;0;0;0;0;0;970;0;0;0;0;0
;649;Arnemuiden;2639;7;0,27%;3401;2646;77,80%;465;688;0;292;0;0;0;0;0;0;605;0;0;589;0
;202;Arnhem;60681;398;0,66%;106352;61079;57,43%;10206;13395;3613;9168;9884;6268;1924;1778;3381;0;0;0;0;0;1064
;106;Assen;28041;105;0,37%;39628;28146;71,03%;3946;6649;5527;3424;2993;1867;2494;0;710;0;0;0;0;0;431
;743;Asten;8977;57;0,63%;11740;9034;76,95%;2248;0;3298;1105;901;0;0;0;0;1425;0;0;0;0;0
;143;Avereest;7604;35;0,46%;10984;7639;69,55%;3124;1403;0;1431;914;0;732;0;0;0;0;0;0;0;0
;650;Axel;6305;64;1,02%;9421;6369;67,60%;1714;1421;0;1627;628;0;915;0;0;0;0;0;0;0;0
;744;Baarle-Nassau;3363;1;0,03%;4595;3364;73,21%;0;0;1816;263;0;0;1284;0;0;0;0;0;0;0;0
;308;Baarn;12568;35;0,28%;19032;12603;66,22%;2596;2093;0;3834;2099;885;1061;0;0;0;0;0;0;0;0
;745;Bakel en Milheeze;4040;24;0,59%;5789;4064;70,20%;1647;0;1517;0;0;0;0;0;0;876;0;0;0;0;0
;489;Barendrecht;11591;0;0,00%;15957;11591;72,64%;2635;1607;0;3188;1999;0;1741;0;0;0;0;0;0;0;421
;203;Barneveld;24399;77;0,32%;31293;24476;78,22%;7220;0;430;2963;1380;0;3807;0;0;3675;4924;0;0;0;0
;144;Bathmen;3263;13;0,40%;3989;3276;82,13%;388;510;1264;694;407;0;0;0;0;0;0;0;0;0;0
;5;Bedum;6023;20;0,33%;7615;6043;79,36%;2139;1373;0;559;963;0;0;0;0;0;0;0;989;0;0
;888;Beek;10220;65;0,64%;13349;10285;77,05%;2755;312;3126;1884;759;0;0;0;0;1384;0;0;0;0;0
;746;Beek en Donk;4573;35;0,77%;7219;4608;63,83%;1819;847;1292;0;0;615;0;0;0;0;0;0;0;0;0
;370;Beemster;4475;20;0,45%;6121;4495;73,44%;1228;946;810;1086;405;0;0;0;0;0;0;0;0;0;0
;889;Beesel;6437;58;0,90%;9975;6495;65,11%;1997;1157;2612;671;0;0;0;0;0;0;0;0;0;0;0
;107;Beilen;8113;24;0,30%;11214;8137;72,56%;2031;3077;1419;1226;0;0;0;0;0;0;0;0;360;0;0
;890;Belfeld;2765;13;0,47%;3993;2778;69,57%;1015;0;1378;372;0;0;0;0;0;0;0;0;0;0;0
;7;Bellingwedde;5052;34;0,67%;7524;5086;67,60%;733;2484;0;876;0;959;0;0;0;0;0;0;0;0;0
;206;Bemmel;7566;50;0,66%;12423;7616;61,31%;2124;1058;2497;699;1188;0;0;0;0;0;0;0;0;0;0
;372;Bennebroek;3084;20;0,65%;4302;3104;72,15%;928;474;0;1330;352;0;0;0;0;0;0;0;0;0;0
;491;Bergambacht;5386;13;0,24%;6961;5399;77,56%;644;1169;1564;962;0;0;1047;0;0;0;0;0;0;0;0
;373;Bergen;7932;41;0,52%;11257;7973;70,83%;1372;1125;2031;1923;856;625;0;0;0;0;0;0;0;0;0
;893;Bergen (L);6634;41;0,62%;9979;6675;66,89%;3035;0;1347;630;0;0;0;0;0;1622;0;0;0;0;0
;748;Bergen op Zoom;22652;55;0,24%;36232;22707;62,67%;4708;2130;6912;2745;2761;1362;0;1529;505;0;0;0;0;0;0
;749;Bergeyk;6062;20;0,33%;8056;6082;75,50%;1345;446;1527;1034;0;0;0;0;0;0;0;1710;0;0;0
;207;Bergh;9045;57;0,63%;14149;9102;64,33%;3347;2206;984;969;0;0;0;0;0;1539;0;0;0;0;0
;492;Bergschenhoek;4042;28;0,69%;6088;4070;66,85%;1573;815;0;1123;0;0;531;0;0;0;0;0;0;0;0
;493;Berkel en Rodenrijs;8138;37;0,45%;11489;8175;71,16%;3159;891;0;1512;1645;0;0;0;0;0;0;0;931;0;0
;751;Berkel-Enschot;5829;54;0,93%;7991;5883;73,62%;2320;686;0;1566;1257;0;0;0;0;0;0;0;0;0;0
;752;Berlicum;4658;26;0,56%;6681;4684;70,11%;1381;505;2156;616;0;0;0;0;0;0;0;0;0;0;0
;568;Bernisse;6156;10;0,16%;9468;6166;65,12%;1650;1215;0;2061;1230;0;0;0;0;0;0;0;0;0;0
;753;Best;11368;61;0,54%;17056;11429;67,01%;3112;1317;3967;1664;1308;0;0;0;0;0;0;0;0;0;0
;209;Beuningen;10065;78;0,77%;17269;10143;58,74%;2107;1217;5037;842;0;862;0;0;0;0;0;0;0;0;0
;375;Beverwijk;17223;95;0,55%;28004;17318;61,84%;3663;4128;1343;2578;2216;1476;0;1074;0;0;0;745;0;0;0
;585;Binnenmaas;10079;32;0,32%;14562;10111;69,43%;2056;2152;620;2532;1428;0;0;0;0;0;1291;0;0;0;0
;754;Bladel en Netersel;4950;20;0,40%;7921;4970;62,74%;1715;743;2040;452;0;0;0;0;0;0;0;0;0;0;0
;376;Blaricum;5651;22;0,39%;7810;5673;72,64%;854;626;2537;1057;577;0;0;0;0;0;0;0;0;0;0
;495;Bleiswijk;4830;12;0,25%;6934;4842;69,83%;1756;843;0;1728;0;0;503;0;0;0;0;0;0;0;0
;377;Bloemendaal;9629;44;0,46%;13403;9673;72,17%;1953;1039;0;4047;0;0;0;0;0;2590;0;0;0;0;0
;55;Boarnsterhim;10244;36;0,35%;13645;10280;75,34%;1534;2989;2754;1724;1243;0;0;0;0;0;0;0;0;0;0
;497;Bodegraven;9674;35;0,36%;13842;9709;70,14%;2711;937;2588;1271;827;0;790;0;0;0;550;0;0;0;0
;755;Boekel;4806;24;0,50%;6777;4830;71,27%;1909;0;2897;0;0;0;0;0;0;0;0;0;0;0;0
;64;Bolsward;4954;29;0,59%;7504;4983;66,40%;1777;851;1305;615;0;406;0;0;0;0;0;0;0;0;0
;211;Borculo;5879;39;0,66%;7727;5918;76,59%;1241;1703;931;1646;358;0;0;0;0;0;0;0;0;0;0
;108;Borger;7144;38;0,53%;10137;7182;70,85%;1389;2612;1109;1267;767;0;0;0;0;0;0;0;0;0;0
;897;Born;9212;104;1,13%;11121;9316;83,77%;1738;0;6515;0;0;0;0;0;0;959;0;0;0;0;0
;147;Borne;10968;23;0,21%;16201;10991;67,84%;3792;1664;2069;1468;1226;749;0;0;0;0;0;0;0;0;0
;654;Borsele;10423;70;0,67%;15614;10493;67,20%;3208;2521;0;1514;1249;0;1931;0;0;0;0;0;0;0;0
;499;Boskoop;7560;54;0,71%;11105;7614;68,56%;2356;800;0;1650;915;721;1118;0;0;0;0;0;0;0;0
;756;Boxmeer;9812;58;0,59%;15019;9870;65,72%;2536;1122;4533;716;0;0;0;0;905;0;0;0;0;0;0
;757;Boxtel;12659;29;0,23%;19164;12688;66,21%;1935;0;4098;1333;1236;0;0;0;2632;1425;0;0;0;0;0
;212;Brakel;3850;24;0,62%;4925;3874;78,66%;1045;850;0;961;0;0;0;0;0;0;994;0;0;0;0
;758;Breda;56471;203;0,36%;101740;56674;55,70%;11238;7434;5843;8923;9572;7864;0;4146;822;0;0;183;0;446;0
;194;Brederwiede;6818;42;0,62%;9113;6860;75,28%;1318;1354;0;804;660;0;2025;0;0;0;0;0;657;0;0
;311;Breukelen;7445;7;0,09%;10664;7452;69,88%;2035;0;1386;1142;1119;781;982;0;0;0;0;0;0;0;0
;501;Brielle;7516;28;0,37%;12169;7544;61,99%;1486;1469;0;2425;2136;0;0;0;0;0;0;0;0;0;0
;898;Broekhuizen;1044;15;1,44%;1425;1059;74,32%;0;0;574;470;0;0;0;0;0;0;0;0;0;0;0
;656;Brouwershaven;2137;8;0,37%;2982;2145;71,93%;376;567;0;581;397;0;216;0;0;0;0;0;0;0;0
;657;Bruinisse;2006;5;0,25%;2568;2011;78,31%;398;0;734;0;0;0;530;0;0;344;0;0;0;0;0
;213;Brummen;10575;44;0,42%;16082;10619;66,03%;2118;3199;1349;2204;1705;0;0;0;0;0;0;0;0;0;0
;899;Brunssum;17059;50;0,29%;23775;17109;71,96%;2268;1401;5212;693;1700;0;1979;682;0;3124;0;0;0;0;0
;759;Budel;6504;32;0,49%;9572;6536;68,28%;1212;612;4205;475;0;0;0;0;0;0;0;0;0;0;0
;312;Bunnik;8035;38;0,47%;10885;8073;74,17%;2957;813;0;2215;896;1154;0;0;0;0;0;0;0;0;0
;313;Bunschoten;10445;46;0,44%;13160;10491;79,72%;1784;0;0;940;0;0;3865;0;0;757;0;0;3099;0;0
;214;Buren;5424;27;0,50%;7658;5451;71,18%;817;1141;0;2149;869;0;448;0;0;0;0;0;0;0;0
;381;Bussum;15302;49;0,32%;25133;15351;61,08%;3603;2202;0;4865;2301;2331;0;0;0;0;0;0;0;0;0
;502;Capelle aan den IJssel;26171;66;0,25%;45265;26237;57,96%;3246;5130;2601;5850;5680;0;1459;0;0;0;2205;0;0;0;0
;383;Castricum;12884;50;0,39%;17888;12934;72,31%;2066;1774;4628;2143;1161;1112;0;0;0;0;0;0;0;0;0
;760;Chaam;2292;12;0,52%;2893;2304;79,64%;829;0;1463;0;0;0;0;0;0;0;0;0;0;0;0
;109;Coevorden;7638;40;0,52%;11244;7678;68,29%;2056;1624;0;953;752;0;0;0;0;2253;0;0;0;0;0
;314;Cothen;1400;5;0,36%;1941;1405;72,39%;571;0;524;305;0;0;0;0;0;0;0;0;0;0;0
;611;Cromstrijen;6531;7;0,11%;9529;6538;68,61%;1280;1622;0;1627;1118;278;0;0;0;0;606;0;0;0;0
;761;Cuijk;9652;68;0,70%;17152;9720;56,67%;1923;1027;3700;829;980;0;0;0;0;1193;0;0;0;0;0
;216;Culemborg;10760;4;0,04%;17162;10764;62,72%;2221;2433;0;2085;1692;0;0;0;1943;0;0;0;0;386;0
;110;Dalen;3243;13;0,40%;4337;3256;75,07%;573;705;1010;955;0;0;0;0;0;0;0;0;0;0;0
;148;Dalfsen;9152;30;0,33%;11689;9182;78,55%;3775;813;2105;898;556;0;0;0;0;0;0;0;1005;0;0
;65;Dantumadeel;10082;12;0,12%;14329;10094;70,44%;2192;1699;3354;805;0;0;1359;0;0;0;673;0;0;0;0
;310;De Bilt;18422;78;0,42%;26047;18500;71,03%;3501;2772;0;5430;3602;2076;1041;0;0;0;0;0;0;0;0
;552;De Lier;5167;29;0,56%;7646;5196;67,96%;2706;659;0;1380;0;0;0;0;0;0;0;0;422;0;0
;1663;De Marne;6187;26;0,42%;8457;6213;73,47%;1596;2043;0;1120;0;686;0;0;0;0;0;0;742;0;0
;736;De Ronde Venen;16027;84;0,52%;24690;16111;65,25%;3778;1031;4419;2864;1637;896;1402;0;0;0;0;0;0;0;0
;135;de Wijk;2837;11;0,39%;3915;2848;72,75%;595;758;976;508;0;0;0;0;0;0;0;0;0;0;0
;503;Delft;45856;278;0,61%;71370;46134;64,64%;7148;8077;8508;5124;6653;4563;1832;2683;1268;0;0;0;0;0;0
;10;Delfzijl;14865;52;0,35%;23950;14917;62,28%;3192;5579;0;2038;2240;782;1034;0;0;0;0;0;0;0;0
;768;Den Dungen;2553;12;0,47%;3252;2565;78,87%;532;0;1697;0;0;0;0;0;0;0;0;324;0;0;0
;159;Den Ham;7663;22;0,29%;10778;7685;71,30%;3389;1780;0;1035;0;0;0;0;0;0;0;0;618;841;0
;400;Den Helder;25082;192;0,77%;46649;25274;54,18%;3930;5233;0;6872;5528;1666;1853;0;0;0;0;0;0;0;0
;149;Denekamp;7221;38;0,53%;9417;7259;77,08%;3508;839;2329;545;0;0;0;0;0;0;0;0;0;0;0
;762;Deurne;14528;25;0,17%;22721;14553;64,05%;3917;0;5726;1071;1708;0;0;0;0;2106;0;0;0;0;0
;150;Deventer;34180;67;0,20%;53895;34247;63,54%;5212;10363;5854;4690;4353;2882;0;0;826;0;0;0;0;0;0
;218;Didam;9746;35;0,36%;12604;9781;77,60%;4970;667;2842;724;543;0;0;0;0;0;0;0;0;0;0
;384;Diemen;10678;135;1,26%;17077;10813;63,32%;1722;2449;0;2988;1947;1178;0;0;0;0;0;394;0;0;0
;151;Diepenheim;1813;0;0,00%;2158;1813;84,01%;245;560;423;406;0;0;0;0;0;179;0;0;0;0;0
;152;Diepenveen;6617;26;0,39%;8280;6643;80,23%;2012;866;2207;879;653;0;0;0;0;0;0;0;0;0;0
;763;Diessen;2367;10;0,42%;3075;2377;77,30%;683;0;1684;0;0;0;0;0;0;0;0;0;0;0;0
;111;Diever;2185;8;0,37%;2855;2193;76,81%;455;628;543;330;229;0;0;0;0;0;0;0;0;0;0
;764;Dinteloord en Prinsenland;3099;19;0,61%;4391;3118;71,01%;662;390;1006;635;0;0;406;0;0;0;0;0;0;0;0
;219;Dinxperlo;4050;20;0,49%;6272;4070;64,89%;1871;671;1508;0;0;0;0;0;0;0;0;0;0;0;0
;504;Dirksland;4169;18;0,43%;5707;4187;73,37%;749;681;851;467;0;0;0;0;0;0;1073;0;0;348;0
;220;Dodewaard;2229;16;0,72%;3008;2245;74,63%;396;883;312;228;0;0;410;0;0;0;0;0;0;0;0
;221;Doesburg;5588;25;0,45%;8196;5613;68,48%;1132;1254;0;897;680;0;0;0;1625;0;0;0;0;0;0
;222;Doetinchem;20047;759;3,79%;33519;20806;62,07%;5671;5296;0;3311;2678;2402;689;0;0;0;0;0;0;0;0
;660;Domburg;2483;12;0,48%;3054;2495;81,70%;377;506;144;349;222;0;885;0;0;0;0;0;0;0;0
;766;Dongen;11053;0;0,00%;16414;11053;67,34%;2721;951;2931;954;854;0;0;0;2642;0;0;0;0;0;0
;58;Dongeradeel;13158;35;0,27%;17997;13193;73,31%;4549;2133;2470;830;1095;0;2081;0;0;0;0;0;0;0;0
;315;Doorn;5700;31;0,54%;8316;5731;68,92%;1268;677;0;1762;791;683;519;0;0;0;0;0;0;0;0
;505;Dordrecht;52247;148;0,28%;86212;52395;60,77%;7909;9956;0;8171;9151;4327;3774;4526;0;0;0;4433;0;0;0
;498;Drechterland;4554;10;0,22%;6481;4564;70,42%;1144;420;1307;875;808;0;0;0;0;0;0;0;0;0;0
