Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;CDA;PvdA;VVD;D66;GL;SGP;SP;GPV;CD;RPF
;478;Zeevang;3265;14;0,43%;4390;3279;74,69%;293;525;552;0;389;0;0;0;0;0
;50;Zeewolde;3523;9;0,26%;4858;3532;72,70%;913;0;1063;524;0;0;0;0;0;0
;355;Zeist;28815;124;0,43%;46418;28939;62,34%;7360;5785;6743;4200;2346;0;0;0;0;0
;298;Zelhem;5603;24;0,43%;8823;5627;63,78%;2466;1974;870;0;0;0;0;0;0;0
;299;Zevenaar;12358;59;0,48%;20508;12417;60,55%;4458;2769;1525;1284;0;0;0;0;0;0
;878;Zevenbergen;6677;25;0,37%;11909;6702;56,28%;2616;1726;1066;0;0;0;0;0;0;0
;732;Zierikzee;5265;22;0,42%;7634;5287;69,26%;1619;2127;1048;0;0;0;0;0;0;0
;476;Zijpe;4497;9;0,20%;8358;4506;53,91%;1339;1270;887;0;0;0;0;0;0;0
;637;Zoetermeer;38782;102;0,26%;69425;38884;56,01%;8056;8611;7249;6602;1170;0;4314;0;0;0
;638;Zoeterwoude;4223;15;0,36%;6263;4238;67,67%;1858;0;626;0;0;0;0;0;0;0
;56;Zuidhorn;8977;17;0,19%;12235;8994;73,51%;3313;2318;1255;0;422;0;0;1669;0;0
;136;Zuidlaren;6197;18;0,29%;8392;6215;74,06%;1183;1633;1471;853;521;0;0;536;0;0
;137;Zuidwolde;5306;19;0,36%;7129;5325;74,69%;1711;1164;1293;423;0;0;0;172;0;0
;879;Zundert;7459;63;0,84%;10614;7522;70,87%;2829;355;1158;0;0;0;0;0;0;0
;301;Zutphen;14861;40;0,27%;24002;14901;62,08%;3803;5109;2043;1691;1239;0;0;0;0;0
;192;Zwartsluis;2481;10;0,40%;3217;2491;77,43%;844;725;365;0;0;0;0;0;0;0
;138;Zweeloo;1784;13;0,73%;2162;1797;83,12%;430;726;628;0;0;0;0;0;0;0
;642;Zwijndrecht;18838;71;0,38%;32272;18909;58,59%;6176;4278;2608;2592;1088;0;0;0;0;0
;193;Zwolle;43221;38;0,09%;72737;43259;59,47%;11391;11271;5212;4956;2896;305;342;2466;0;1787
