Amsterdamse code;CBS code;Naam;# geldige stemmen;# ongeldige/blanco stemmen;Percentage ongeldige/blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;PvdA;Lokale partijen;CDA;VVD;GL;SP;CU;D66;SGP;CU_SGP;PvdA_GL;FNP;PvdA-GL-D66;LPF;Verenigde Senioren Partij;GL/D66;PvdA/D66;Duurzaam Nederland;GL/De Groenen;Nieuwe Communistische Partij;Nieuw Rechts;Partij voor het Noorden;PvdA/GL/D66/SP;NVU;VVD/D66;PvdA/GL/SP;GL/SP/D66;Nederland Mobiel;VIP Vooruitstrevende Integratie Partij
10042;668;West Maas en Waal;10160;24;0,24%;14268;10184;71,38%;1141;6160;1607;1252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10186;1701;Westerveld;10204;29;0,28%;15254;10233;67,08%;3115;3620;1683;1786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11085;293;Westervoort;6481;20;0,31%;11826;6501;54,97%;2812;0;1511;925;793;0;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11418;1783;Westland;46263;163;0,35%;74147;46426;62,61%;0;12340;13870;5112;0;0;0;592;0;2440;5779;0;0;6130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11322;98;Weststellingwerf;11615;74;0,64%;19988;11689;58,48%;4236;2105;2294;2021;959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10009;614;Westvoorne;7301;53;0,73%;11234;7354;65,46%;1882;1967;1166;1756;0;0;0;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10893;189;Wierden;11591;31;0,27%;17836;11622;65,16%;0;4695;5091;0;0;0;1805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11277;462;Wieringen;3974;20;0,50%;6850;3994;58,31%;1129;1402;388;1055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10239;463;Wieringermeer;5394;29;0,54%;9558;5423;56,74%;1096;1735;1322;853;0;0;388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10723;296;Wijchen;17501;54;0,31%;29939;17555;58,64%;4386;7002;4287;1826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10534;1696;Wijdemeren;11434;49;0,43%;18190;11483;63,13%;1895;3300;2721;2173;1056;0;0;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10760;352;Wijk bij Duurstede;10452;38;0,36%;17478;10490;60,02%;1920;1796;1503;1873;1646;1470;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10453;52;Winschoten;8056;73;0,91%;14762;8129;55,07%;4002;0;1111;1126;1301;0;516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11135;53;Winsum;7358;68;0,92%;10537;7426;70,48%;1764;757;1512;1185;1034;0;1106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11119;294;Winterswijk;14200;30;0,21%;22220;14230;64,04%;3934;6212;2284;1770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10602;873;Woensdrecht;10024;21;0,21%;16850;10045;59,61%;2811;2565;2039;1214;0;0;0;1395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10974;632;Woerden;21975;53;0,24%;35890;22028;61,38%;0;3914;5377;3040;0;0;2119;1428;949;0;5148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10648;880;Wormerland;7307;21;0,29%;12078;7328;60,67%;1842;1541;1221;1252;1451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11398;351;Woudenberg;5804;55;0,95%;8169;5859;71,72%;824;2049;998;0;0;0;769;0;1164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10282;874;Woudrichem;7242;30;0,41%;10978;7272;66,24%;1306;1545;2275;782;0;0;1009;0;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10454;710;Wûnseradiel;5907;14;0,24%;8883;5921;66,66%;1658;0;1951;704;0;0;0;0;0;0;0;703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;891;0;0
11427;683;Wymbritseradiel;8116;28;0,34%;12002;8144;67,86%;1459;1663;2128;616;0;0;423;0;0;0;0;1827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11044;479;Zaanstad;58070;277;0,48%;108273;58347;53,89%;16892;14141;5248;7311;4346;7208;1736;1188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10557;297;Zaltbommel;13037;33;0,25%;19294;13070;67,74%;2716;1559;1887;1654;943;0;1642;642;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10910;473;Zandvoort;7580;20;0,26%;13618;7600;55,81%;1112;2245;1038;2238;351;596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10618;707;Zederik;7568;15;0,20%;10061;7583;75,37%;1265;1183;2260;1017;0;0;829;0;1014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11121;478;Zeevang;3150;10;0,32%;4734;3160;66,75%;840;1104;332;874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10012;50;Zeewolde;8815;19;0,22%;13371;8834;66,07%;0;2620;1548;1855;0;0;1212;0;0;0;1436;0;0;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10324;355;Zeist;28050;78;0,28%;46591;28128;60,37%;5898;3906;3708;5090;2884;2132;0;2387;0;2045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11377;1666;Zevenhuizen-Moerkapelle;5050;20;0,40%;7673;5070;66,08%;1127;796;807;852;0;0;576;0;892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10004;476;Zijpe;5307;18;0,34%;8891;5325;59,89%;1277;2089;1082;859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10766;637;Zoetermeer;49250;177;0,36%;89241;49427;55,39%;11840;8147;5589;8291;1959;6087;0;4628;0;2709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11074;638;Zoeterwoude;3895;37;0,95%;6404;3932;61,40%;0;1527;1662;706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10021;56;Zuidhorn;10104;54;0,53%;14300;10158;71,03%;2542;0;2576;1304;1675;0;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11192;879;Zundert;9173;45;0,49%;16193;9218;56,93%;1146;5043;1764;1220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10746;1896;Zwartewaterland;11154;20;0,18%;15525;11174;71,97%;2442;3177;2344;745;0;0;2446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10468;642;Zwijndrecht;19327;75;0,39%;34926;19402;55,55%;5570;2395;3666;2784;1352;0;0;918;0;2642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10093;193;Zwolle;52042;137;0,26%;87386;52179;59,71%;11480;6667;7913;6647;0;5564;6682;1309;0;0;0;0;0;0;0;0;0;0;5780;0;0;0;0;0;0;0;0;0;0
